assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,3,0,0,0,180804,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Axel,0.0,0,0,0.0,272,False,0.0,0,0,0,0,1,Season-long loan to Aston Villa,2018-01-25T14:01:16Z,39,0,0,0,180804.jpg,1.0,0,0,Tuanzebe,1.2,False,38,u,12,1,0.0,1,110961,0,136429,27,0.0,0.3,Tuanzebe,0
0,1,255,None,None,4,184667,0,0,-6,6,35.0,0,0,2,2.3,0.0,0,Victor,2.3,13,0,28.3,273,False,246.4,0,0,0,0,1104,,None,49,0,0,0,184667.jpg,2.6,0,0,Lindelöf,1.2,False,2,a,12,1,0.0,39,77761,24,306840,30,0.5,8.0,Lindelöf,1
4,6,379,100,100,14,43670,0,0,-2,2,744.7,1,0,3,1.3,0.0,0,Juan,1.3,9,3,156.3,274,False,387.2,0,0,0,0,1739,,2017-07-18T08:31:12Z,68,0,0,0,43670.jpg,3.5,0,0,Mata,2.0,False,8,a,12,1,436.0,92,212212,15,274157,55,0.2,13.5,Mata,1
0,3,138,100,100,4,41184,0,0,-3,3,70.6,1,0,3,0.8,0.0,0,Marouane,0.8,0,3,47.7,275,False,206.6,0,0,0,0,518,,2018-01-31T22:31:17Z,47,0,0,0,41184.jpg,2.8,0,0,Fellaini,0.5,False,27,a,12,1,200.0,39,191541,2,206999,6,0.2,8.3,Fellaini,1
0,0,0,100,100,0,2404,0,0,-3,3,11.2,0,0,3,0.0,0.0,0,Michael,0.0,0,0,5.1,276,False,7.0,0,0,0,0,24,,2017-09-26T12:31:13Z,42,0,0,0,2404.jpg,1.0,0,0,Carrick,0.8,False,16,a,12,1,33.0,1,89572,21,117416,23,0.0,0.2,Carrick,0
5,11,440,100,100,9,18892,0,0,-2,2,440.6,1,0,3,1.8,0.0,0,Ashley,1.8,24,2,117.4,277,False,541.6,0,0,0,0,2204,,2018-03-31T13:31:18Z,48,0,0,0,18892.jpg,3.5,0,0,Young,2.0,False,18,a,12,1,193.0,90,641352,225,560606,229,0.4,18.8,Young,6
2,0,202,100,100,4,59846,0,0,-5,5,210.5,0,0,3,2.3,0.0,0,Ander,2.3,13,0,56.6,278,False,266.6,0,0,0,0,1091,,2018-02-11T18:01:18Z,50,0,0,0,59846.jpg,1.7,0,0,Herrera,1.3,False,21,a,12,1,87.0,38,28980,40,198415,8,0.5,7.6,Herrera,5
6,10,423,100,100,8,109322,0,0,0,0,480.5,2,0,3,3.8,0.0,0,Jesse,3.8,17,8,159.4,279,False,506.2,0,0,0,0,1649,,2017-11-05T15:31:17Z,60,0,0,0,109322.jpg,4.1,0,0,Lingard,10.1,False,14,a,12,1,610.0,122,1822105,1513,1297900,961,0.6,20.3,Lingard,2
6,7,393,100,100,9,148225,0,0,-2,2,455.0,1,0,3,1.0,0.0,0,Anthony,1.0,12,9,169.9,280,False,526.2,0,0,0,0,1456,,2018-03-05T20:01:18Z,78,0,0,0,148225.jpg,4.4,0,0,Martial,2.4,False,11,a,12,1,716.0,122,584652,27,567644,117,0.1,15.6,Martial,1
13,12,487,100,100,10,74208,0,0,-1,1,588.7,4,0,3,5.8,0.0,0,Paul,5.8,18,5,188.0,282,False,641.0,0,0,0,0,1870,,2018-03-09T20:31:18Z,79,0,0,0,74208.jpg,5.3,1,0,Pogba,12.8,False,6,a,12,1,649.0,123,2394128,1382,2932880,1007,0.7,15.6,Pogba,4
0,0,71,100,100,2,195851,0,0,-3,3,30.1,0,0,3,0.5,0.0,0,Scott,0.5,3,0,9.5,283,False,55.2,0,0,0,0,435,,2018-03-26T16:01:18Z,42,0,0,0,195851.jpg,1.5,0,0,McTominay,0.7,False,39,a,12,1,10.0,15,112891,35,71640,97,0.1,3.6,McTominay,1
5,9,347,100,100,9,176297,0,0,-1,1,379.1,1,0,4,1.3,0.0,0,Marcus,1.3,14,6,157.9,284,False,429.0,0,0,0,0,1563,,2018-02-11T18:01:18Z,74,0,0,0,176297.jpg,3.0,0,0,Rashford,6.4,False,19,a,12,1,775.0,92,1167555,215,1190962,572,0.2,12.4,Rashford,3
7,18,588,100,100,14,66749,0,0,0,0,546.9,3,0,4,4.3,0.0,0,Romelu,4.3,26,16,267.6,285,False,824.8,0,0,0,0,2817,,2017-12-30T18:01:16Z,115,0,1,0,66749.jpg,4.9,0,0,Lukaku,27.5,False,9,a,12,1,1310.0,161,2775375,1302,3909843,2738,0.4,14.0,Lukaku,4
0,0,0,0,0,0,156689,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Andreas,0.0,0,0,0.0,476,False,0.0,0,0,0,0,0,Season-long loan to Valencia,2017-09-05T09:39:21Z,49,0,0,0,156689.jpg,0.0,0,0,Pereira,0.0,False,15,u,12,1,0.0,0,226,0,3942,0,0.0,0.0,Pereira,0
0,0,18,0,0,0,9808,0,0,-5,5,43.5,0,0,4,0.0,0.0,0,Zlatan,0.0,2,0,12.6,523,False,14.8,0,0,0,0,102,Left club on 22/3 - Unknown return date,2017-12-30T20:01:16Z,95,0,0,0,9808.jpg,1.0,0,0,Ibrahimovic,0.1,False,10,n,12,1,68.0,5,38396,0,40045,9,0.0,0.5,Ibrahimovic,0
2,5,135,100,100,6,167767,0,0,-2,2,153.3,1,0,3,3.3,2.8,0,Robert Kenedy,2.8,4,2,55.4,110,False,189.2,0,0,0,0,683,,2018-01-26T15:31:17Z,48,0,0,0,167767.jpg,4.9,0,0,Nunes do Nascimento,2.7,False,15,a,13,4,211.0,44,207778,776,56093,228,0.6,9.2,Kenedy,0
1,1,65,100,100,1,149828,0,0,-4,4,72.0,0,0,4,0.8,0.3,0,Islam,0.3,3,1,25.0,212,False,78.8,0,0,0,0,282,,2018-04-01T20:31:18Z,66,0,0,0,149828.jpg,1.6,0,0,Slimani,0.3,False,13,a,13,4,103.0,22,24827,16,37791,13,0.0,3.3,Slimani,1
0,4,280,100,100,3,19838,0,0,0,0,0.0,3,0,1,0.5,0.0,0,Robert,0.0,21,0,36.5,286,False,364.2,0,0,0,0,1440,,2018-03-09T14:31:17Z,40,0,0,1,19838.jpg,3.6,0,44,Elliot,14.7,False,1,a,13,4,0.0,57,903088,140,1017433,1332,0.0,14.3,Elliot,0
0,2,172,100,100,2,59735,0,0,-2,2,0.0,1,0,1,0.5,0.0,0,Karl,0.0,15,0,25.9,287,False,258.8,0,0,0,0,900,,2018-03-31T13:31:18Z,43,1,0,0,59735.jpg,3.3,0,35,Darlow,0.3,False,26,a,13,4,0.0,33,25361,12,31470,17,0.0,7.7,Darlow,0
2,5,410,100,100,6,151119,1,-1,0,0,272.8,2,0,2,4.5,4.0,0,DeAndre,4.0,34,0,76.4,288,False,441.4,0,0,0,0,2459,,2017-09-10T14:31:14Z,45,1,0,0,151119.jpg,2.6,0,0,Yedlin,1.6,False,22,a,13,4,49.0,76,136958,1322,67959,97,0.9,17.3,Yedlin,4
1,6,317,100,100,4,58845,0,0,-2,2,50.8,1,0,2,0.5,0.0,0,Ciaran,0.0,30,2,67.5,289,False,433.6,0,0,0,0,1745,,2018-02-24T14:01:19Z,43,0,0,0,58845.jpg,3.2,0,0,Clark,1.6,False,2,a,13,4,190.0,64,294338,36,273787,84,0.0,14.9,Clark,3
0,9,477,100,100,8,101148,0,0,3,-3,62.7,2,0,2,2.5,2.0,0,Jamaal,2.0,26,3,96.3,290,False,687.0,0,0,0,0,2477,,2018-01-06T17:31:18Z,48,0,0,0,101148.jpg,3.7,0,0,Lascelles,9.4,False,6,a,13,4,209.0,103,1235577,1368,816606,396,0.4,21.5,Lascelles,5
0,0,213,100,100,4,106618,0,0,-3,3,66.1,0,0,2,3.0,2.5,0,Paul,2.5,13,0,34.9,291,False,277.6,0,0,0,0,1185,,2017-08-13T13:01:13Z,42,0,0,0,106618.jpg,2.7,0,0,Dummett,0.9,False,3,a,13,4,5.0,40,68727,421,58194,72,0.6,9.5,Dummett,1
0,0,0,0,0,0,83428,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Grant,0.0,0,0,0.0,292,False,0.0,0,0,0,0,0,Transferred to Norwich,2017-09-05T09:35:21Z,40,0,0,0,83428.jpg,0.0,0,0,Hanley,0.4,False,5,u,13,4,0.0,0,5848,0,86695,1,0.0,0.0,Hanley,0
0,2,38,0,0,1,27462,0,0,-1,1,47.6,0,0,2,0.0,0.0,0,Jesús,0.0,0,0,8.4,293,False,32.2,0,0,0,0,97,Ankle injury - Unknown return date,2017-12-15T14:01:15Z,39,0,0,0,27462.jpg,4.5,0,0,Gámez Duarte,1.5,False,27,i,13,4,4.0,9,204155,15,233131,55,0.0,2.3,Gámez,0
1,4,308,100,100,4,77359,0,0,-2,2,36.8,1,0,2,4.5,4.0,0,Florian,4.0,27,0,58.5,294,False,427.2,0,0,0,0,1653,,2018-02-04T14:31:19Z,43,0,0,0,77359.jpg,2.5,0,0,Lejeune,0.8,False,20,a,13,4,120.0,48,47299,377,41121,81,0.9,11.2,Lejeune,3
7,10,447,100,100,8,56983,0,0,-6,6,715.0,1,0,3,3.5,3.0,0,Matt,3.0,32,3,169.4,295,False,518.2,0,0,0,0,2436,,2018-03-26T16:01:18Z,54,0,0,0,56983.jpg,3.6,0,0,Ritchie,2.1,False,11,a,13,4,459.0,107,436767,621,509439,110,0.6,19.8,Ritchie,5
3,4,284,100,100,5,50232,0,0,-3,3,472.8,1,0,3,3.8,3.3,0,Jonjo,3.3,25,1,103.5,296,False,353.4,0,0,0,0,1822,,2018-03-10T14:01:18Z,52,0,0,0,50232.jpg,2.4,2,0,Shelvey,0.6,False,8,a,13,4,210.0,59,33483,121,89192,31,0.6,11.3,Shelvey,2
0,0,0,0,0,0,42727,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Yoan,0.0,0,0,0.0,297,False,0.0,0,0,0,0,0,Joined Goztepe SK,2017-07-18T09:38:42Z,50,0,0,0,42727.jpg,0.0,0,0,Gouffran,0.0,False,20,u,13,4,0.0,0,36,0,258,0,0.0,0.0,Gouffran,0
0,3,266,None,None,5,28147,0,0,-4,4,145.0,0,0,3,2.5,2.0,0,Mohamed,2.0,22,2,63.0,298,False,335.4,0,0,0,0,1595,,None,46,0,0,0,28147.jpg,2.3,0,0,Diamé,0.2,False,10,a,13,4,147.0,61,19142,28,21268,18,0.4,13.3,Diamé,1
0,0,0,0,0,0,58771,0,0,-3,3,0.0,0,0,3,0.0,0.0,0,Jack,0.0,0,0,0.0,299,False,0.0,0,0,0,0,0,Season-long loan to Nottingham Forest,2018-02-01T10:05:52Z,42,0,0,0,58771.jpg,0.0,0,0,Colback,0.7,False,4,u,13,4,0.0,0,113556,4,117632,16,0.0,0.0,Colback,0
4,5,236,0,0,6,104953,0,0,-2,2,340.6,1,0,3,0.0,0.0,0,Christian,0.5,22,2,112.9,300,False,308.8,0,0,0,0,1776,Knock - Expected back 28 Apr,2018-04-20T13:31:17Z,48,0,0,0,104953.jpg,2.8,0,0,Atsu,1.4,False,30,i,13,4,480.0,78,453891,2,532697,187,0.1,16.3,Atsu,1
3,7,240,100,100,6,104547,0,0,-4,4,292.0,2,0,4,1.8,1.3,0,Dwight,1.3,27,5,122.4,301,False,308.0,0,0,0,0,1643,,2018-01-20T16:31:17Z,61,0,0,0,104547.jpg,2.7,0,0,Gayle,1.1,False,9,a,13,4,628.0,81,148214,50,209309,99,0.2,13.3,Gayle,3
6,12,318,None,None,7,168580,0,0,-2,2,441.9,3,0,4,8.3,7.8,0,Ayoze,7.8,23,5,146.3,302,False,445.0,0,0,0,0,2049,,None,53,1,0,0,168580.jpg,3.2,0,0,Pérez,4.2,False,17,a,13,4,578.0,100,352754,3757,190664,286,1.5,18.9,Pérez,2
0,0,37,0,0,0,128389,0,0,-3,3,44.7,0,0,4,0.0,0.0,0,Aleksandar,0.0,0,1,16.6,303,False,48.2,0,0,0,0,89,Season-long loan to Fulham,2017-12-15T14:01:15Z,47,0,0,0,128389.jpg,1.7,0,0,Mitrovic,0.6,False,45,u,13,4,73.0,10,48940,0,155801,8,0.0,2.1,Mitrovic,0
0,0,0,0,0,0,11854,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Daryl,0.0,0,0,0.0,304,False,0.0,0,0,0,0,0,Transferred to Nottingham Forest,2017-07-23T10:06:06Z,45,0,0,0,11854.jpg,0.0,0,0,Murphy,0.7,False,33,u,13,4,0.0,0,7855,0,24947,13,0.0,0.0,Murphy,0
0,0,0,100,100,0,92170,0,0,-1,1,0.0,0,0,2,0.5,0.0,0,Massadio,0.0,0,0,0.0,465,False,0.0,0,0,0,0,0,,2017-09-14T11:01:13Z,39,0,0,0,92170.jpg,0.0,0,0,Haidara,1.8,False,25,a,13,4,0.0,0,137881,85,117844,65,0.0,0.0,Haidara,0
0,0,0,0,0,0,48773,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Siem,0.0,0,0,0.0,466,False,0.0,0,0,0,0,0,Transferred to Ajax,2017-08-28T15:01:13Z,49,0,0,0,48773.jpg,0.0,0,0,de Jong,0.1,False,15,u,13,4,0.0,0,528,0,9752,0,0.0,0.0,de Jong,0
0,0,19,0,0,0,155513,0,0,-2,2,8.1,0,0,3,0.0,0.0,0,Rolando,0.0,2,0,4.6,467,False,12.0,0,0,0,0,136,Season-long loan to Verona,2018-02-01T10:33:31Z,43,0,0,0,155513.jpg,1.3,0,0,Aarons,0.1,False,16,u,13,4,25.0,5,11802,0,20147,0,0.0,1.2,Aarons,0
0,1,229,None,None,4,109528,0,0,-3,3,144.5,0,0,2,0.5,0.0,0,Javier,0.0,29,0,41.3,477,False,244.8,0,0,0,0,1691,,None,42,0,0,0,109528.jpg,2.3,0,0,Manquillo,0.7,False,19,a,13,4,22.0,45,83419,16,114978,14,0.0,10.7,Manquillo,2
1,2,140,None,None,1,114243,0,0,-5,5,123.9,0,0,3,0.8,0.3,0,Jacob,0.3,23,1,44.6,478,False,144.4,0,0,0,0,933,,None,50,0,0,0,114243.jpg,2.0,0,0,Murphy,0.1,False,7,a,13,4,177.0,41,5430,1,13616,1,0.1,8.2,Murphy,0
1,5,217,100,100,5,61316,0,0,0,0,250.4,0,0,4,1.0,0.5,0,Jose Luis,0.5,25,4,103.8,488,False,291.2,0,0,0,0,1635,,2018-03-30T13:31:18Z,55,0,1,0,61316.jpg,2.4,0,0,Mato Sanmartín,0.4,False,21,a,13,4,502.0,66,171635,5,171074,17,0.1,12.0,Joselu,2
0,3,133,100,100,1,149736,0,0,-1,1,67.1,1,0,2,0.5,0.0,0,Chancel,0.0,11,0,23.2,494,False,158.2,0,0,0,0,670,,2018-01-22T12:31:17Z,39,0,0,0,149736.jpg,2.2,0,0,Mbemba,10.7,False,18,a,13,4,6.0,20,1364420,464,927426,620,0.0,5.1,Mbemba,0
1,4,262,100,100,3,195384,0,0,-1,1,231.9,0,0,3,0.5,0.0,0,Mikel,0.0,18,1,73.4,495,False,368.6,0,0,0,0,1324,,2017-12-27T20:01:17Z,49,0,0,0,195384.jpg,2.1,0,0,Merino,0.1,False,23,a,13,4,132.0,47,15170,0,15651,3,0.0,9.6,Merino,4
0,0,170,100,100,3,153127,0,0,-1,1,164.4,0,0,3,1.0,0.5,0,Isaac,0.5,25,1,57.8,496,False,270.2,0,0,0,0,1347,,2017-12-23T21:01:17Z,44,0,0,0,153127.jpg,1.6,0,0,Hayden,0.2,False,14,a,13,4,144.0,40,25991,1,28544,3,0.1,9.1,Hayden,7
0,1,27,0,0,0,43521,0,0,-1,1,0.8,0,0,3,0.0,0.0,0,Henri,0.0,2,1,5.8,516,False,49.8,0,0,0,0,83,Season-long loan to Sivasspor,2018-01-31T19:01:19Z,44,0,0,0,43521.jpg,8.0,0,0,Saivet,0.0,False,24,u,13,4,7.0,8,3978,0,3842,1,0.0,1.8,Saivet,0
0,0,0,0,0,0,155503,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Freddie,0.0,0,0,0.0,529,False,0.0,0,0,0,0,0,Season-long loan to Aberdeen,2018-02-01T10:35:01Z,40,0,0,0,155503.jpg,0.0,0,0,Woodman,0.1,False,41,u,13,4,0.0,0,15136,0,10061,6,0.0,0.0,Woodman,0
0,2,116,None,None,3,67089,0,0,0,0,0.0,1,0,1,3.0,2.5,0,Martin,2.5,6,0,9.0,621,False,90.2,0,0,0,0,630,,None,45,0,0,0,67089.jpg,4.0,0,11,Dubravka,0.7,False,12,a,13,4,0.0,28,54782,517,11991,64,0.6,6.2,Dubravka,0
0,2,211,100,100,3,58376,0,0,-1,1,0.0,0,0,1,2.5,0.0,0,Alex,3.0,23,0,20.2,305,False,201.6,0,0,0,0,1260,,2017-07-12T10:31:11Z,44,0,0,0,58376.jpg,2.6,0,30,McCarthy,0.4,False,13,a,14,20,0.0,37,29774,671,14098,51,0.7,8.4,McCarthy,1
0,6,351,None,None,4,40383,0,0,-4,4,0.0,1,0,1,-0.5,0.0,0,Fraser,0.0,30,0,48.9,306,False,488.2,0,0,0,0,1800,,None,46,0,0,1,40383.jpg,3.6,0,69,Forster,3.9,False,44,a,14,20,0.0,73,368537,72,533530,50,0.0,15.9,Forster,0
5,4,502,100,100,6,40146,0,0,-2,2,558.8,1,0,2,2.3,0.0,0,Ryan,2.8,47,0,127.9,307,False,487.4,0,0,0,0,2785,,2018-03-31T13:01:18Z,53,0,0,0,40146.jpg,2.8,0,0,Bertrand,5.0,False,21,a,14,20,231.0,87,309175,287,803251,59,0.5,16.4,Bertrand,2
1,6,383,100,100,6,80447,0,0,-4,4,65.9,0,0,2,1.5,0.0,0,Maya,2.0,29,2,78.3,308,False,479.4,0,0,0,0,1785,,2018-02-17T16:01:19Z,46,0,0,0,80447.jpg,3.5,0,0,Yoshida,1.6,False,3,a,14,20,236.0,74,472292,251,484053,37,0.4,16.1,Yoshida,1
0,0,35,0,0,0,169359,0,0,-2,2,38.6,0,0,2,0.0,0.0,0,Matt,0.0,6,0,8.1,309,False,42.2,0,0,0,0,166,Season-long loan to Fulham,2018-01-22T09:31:16Z,43,0,0,0,169359.jpg,1.0,0,0,Targett,0.1,False,33,u,14,20,0.0,2,1585,0,7543,0,0.0,0.5,Targett,0
2,2,421,100,100,6,58822,0,0,-3,3,396.8,1,0,2,3.8,0.0,0,Cédric,4.3,41,0,99.0,310,False,437.0,0,0,0,0,2434,,2018-01-13T15:01:17Z,47,0,0,0,58822.jpg,2.6,0,0,Soares,3.4,False,2,a,14,20,155.0,72,283999,1078,719043,110,0.9,15.3,Cédric,1
1,1,47,100,100,0,40833,0,0,-3,3,29.9,0,0,2,-0.5,0.0,0,Jérémy,0.0,3,0,10.0,312,False,65.8,0,0,0,0,180,,2018-01-13T15:01:17Z,42,0,0,0,40833.jpg,3.5,0,0,Pied,0.1,False,26,a,14,20,4.0,7,3479,0,6469,1,0.0,1.7,Pied,0
0,2,321,0,0,4,88900,0,0,-5,5,67.3,1,0,2,0.0,0.0,0,Jack,-0.5,32,2,66.4,313,False,454.8,0,0,0,0,1800,Suspended until 28 Apr,2018-04-08T16:01:19Z,45,0,0,0,88900.jpg,2.5,1,0,Stephens,0.5,False,5,s,14,20,142.0,50,78071,13,98012,104,-0.1,11.1,Stephens,6
0,2,40,100,100,1,153373,0,0,-3,3,34.2,0,0,2,-0.5,0.0,0,Sam,0.0,1,0,6.6,314,False,23.4,0,0,0,0,126,,2018-04-14T11:31:20Z,42,0,0,0,153373.jpg,2.4,0,0,McQueen,0.1,False,38,a,14,20,8.0,12,4160,1,6522,1,0.0,2.9,McQueen,0
0,0,48,None,None,1,171771,0,0,-4,4,0.4,1,0,2,2.8,0.0,0,Jan,3.3,3,1,8.3,315,False,63.2,0,0,0,0,180,,None,41,0,0,0,171771.jpg,6.5,0,0,Bednarek,0.2,False,35,a,14,20,19.0,13,6300,547,10308,39,0.8,3.2,Bednarek,0
2,6,337,100,100,4,17339,0,0,-3,3,350.8,2,0,3,-0.2,0.0,0,Steven,0.3,21,3,82.5,316,False,345.2,0,0,0,0,1515,,2018-04-12T18:31:19Z,47,0,0,0,17339.jpg,3.1,0,0,Davis,1.4,False,8,a,14,20,126.0,71,482738,18,454863,17,0.1,15.1,Davis,0
5,8,361,None,None,2,101178,-1,1,-6,6,609.8,1,0,3,1.3,0.0,0,James,1.8,27,3,123.4,317,False,357.0,0,0,0,0,1659,,None,49,0,0,0,101178.jpg,3.0,0,0,Ward-Prowse,1.8,False,16,a,14,20,270.0,82,238376,182,267959,141,0.4,16.4,Ward-Prowse,2
3,7,386,None,None,8,62399,0,0,-3,3,818.9,1,0,3,3.3,0.0,0,Dusan,3.8,41,4,187.5,318,False,484.2,0,0,0,0,2464,,None,62,0,0,0,62399.jpg,3.1,0,0,Tadic,1.6,False,11,a,14,20,572.0,99,210825,386,307017,47,0.6,16.0,Tadic,4
0,0,0,0,0,0,85654,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Jordy,0.0,0,0,0.0,319,False,0.0,0,0,0,0,0,Season-long loan to Club Brugge,2017-08-31T22:20:53Z,44,0,0,0,85654.jpg,0.0,0,0,Clasie,0.1,False,4,u,14,20,0.0,0,4029,1,18838,0,0.0,0.0,Clasie,0
0,0,422,100,100,7,78056,0,0,-3,3,275.8,0,0,3,1.0,0.0,0,Oriol,1.5,44,1,99.7,320,False,520.8,0,0,0,0,2537,,2017-11-18T18:01:15Z,42,0,0,0,78056.jpg,2.0,0,0,Romeu Vidal,2.2,False,14,a,14,20,199.0,61,182947,339,295680,110,0.4,14.5,Oriol Romeu,9
0,0,223,100,100,2,132015,0,0,-2,2,210.8,0,0,3,1.5,0.0,0,Pierre-Emile,2.0,28,0,58.3,321,False,227.2,0,0,0,0,1378,,2017-09-23T13:01:15Z,43,0,0,0,132015.jpg,1.7,0,0,Højbjerg,0.4,False,23,a,14,20,143.0,33,42566,55,37281,29,0.5,7.7,Højbjerg,4
2,2,215,75,75,1,128198,0,0,-3,3,351.6,0,0,3,-0.2,0.0,0,Sofiane,0.3,24,2,103.7,322,False,289.4,0,0,0,0,1206,Illness - 75% chance of playing,2018-04-18T13:31:18Z,57,0,0,0,128198.jpg,2.1,0,0,Boufal,0.2,False,19,d,14,20,397.0,55,17882,0,23736,10,0.1,9.6,Boufal,1
0,0,18,None,None,1,153379,0,0,-2,2,43.5,0,0,3,0.0,0.0,0,Joshua,0.5,2,0,22.5,323,False,32.6,0,0,0,0,160,,None,43,0,0,0,153379.jpg,1.3,0,0,Sims,0.1,False,39,a,14,20,149.0,8,7444,2,7086,1,0.1,1.9,Sims,0
3,2,263,None,None,5,83283,0,0,-6,6,590.6,0,0,3,0.3,0.0,0,Nathan,0.8,29,0,127.9,324,False,288.4,0,0,0,0,1709,,None,59,0,0,0,83283.jpg,2.1,0,0,Redmond,1.8,False,22,a,14,20,399.0,58,85055,1,377001,18,0.1,9.8,Redmond,3
2,0,162,100,100,4,20452,0,0,-4,4,283.9,0,0,4,2.0,0.0,0,Shane,2.5,26,2,98.3,325,False,217.4,0,0,0,0,1473,,2018-04-14T11:31:20Z,56,0,0,0,20452.jpg,1.9,0,0,Long,0.4,False,7,a,14,20,485.0,50,43512,104,61588,13,0.4,8.9,Long,5
0,9,197,100,100,1,78356,0,0,-7,7,73.1,1,0,4,1.8,0.0,0,Charlie,2.3,14,7,86.2,326,False,276.4,0,0,0,0,724,,2018-03-31T13:01:18Z,58,0,0,0,78356.jpg,3.1,0,0,Austin,1.1,False,10,a,14,20,517.0,62,447889,171,463515,147,0.4,10.7,Austin,1
0,7,173,100,100,4,61548,0,0,-8,8,122.2,1,0,4,0.0,0.0,0,Manolo,0.5,17,4,48.7,327,False,164.6,0,0,0,0,1045,,2018-02-03T14:01:20Z,62,0,0,0,61548.jpg,2.1,0,0,Gabbiadini,1.3,False,20,a,14,20,220.0,58,266221,9,501624,12,0.1,9.4,Gabbiadini,2
0,5,311,75,75,4,151086,0,0,-2,2,155.5,0,0,3,-0.2,0.0,0,Mario,0.3,30,1,58.6,500,False,321.0,0,0,0,0,1580,Back injury - 75% chance of playing,2018-04-18T13:31:18Z,48,0,0,0,151086.jpg,2.3,0,0,Lemina,0.2,False,18,d,14,20,111.0,52,29101,1,32831,16,0.1,10.8,Lemina,2
0,0,0,None,None,0,3201,0,0,0,0,0.0,0,0,1,-0.5,0.0,0,Stuart,0.0,0,0,0.0,506,False,0.0,0,0,0,0,0,,None,40,0,0,0,3201.jpg,0.0,0,0,Taylor,0.4,False,28,a,14,20,0.0,0,18251,1,13159,6,0.0,0.0,Taylor,0
2,8,453,100,100,4,167075,0,0,0,0,104.7,0,0,2,2.3,0.0,0,Wesley,2.8,39,0,79.0,525,False,551.6,0,0,0,0,2160,,2018-01-13T15:01:17Z,50,0,0,0,167075.jpg,2.5,0,0,Hoedt,0.1,False,6,a,14,20,134.0,60,12932,32,9656,7,0.6,12.0,Hoedt,6
0,0,-1,None,None,0,220598,0,0,0,0,1.3,0,0,4,-0.5,0.0,0,Michael,0.0,0,0,0.3,603,False,0.0,0,0,0,0,8,,None,45,0,0,0,220598.jpg,1.0,0,0,Obafemi,0.7,False,61,a,14,20,4.0,1,84743,57,45546,88,0.0,0.2,Obafemi,0
1,0,40,None,None,1,98914,0,0,-5,5,64.2,0,0,4,-0.2,0.0,0,Guido,0.3,8,0,29.4,607,False,50.2,0,0,0,0,449,,None,60,0,0,0,98914.jpg,2.1,0,0,Carrillo,0.0,False,9,a,14,20,179.0,15,15584,4,13319,8,0.1,2.5,Carrillo,0
0,5,496,100,100,6,103192,0,0,-1,1,80.7,0,0,2,-0.7,0.3,0,Kurt,0.8,46,1,103.0,99,False,722.2,0,0,0,0,2586,,2018-04-07T13:01:18Z,54,0,0,0,103192.jpg,2.6,0,0,Zouma,2.1,False,6,a,15,110,225.0,77,107508,24,169405,58,0.1,14.3,Zouma,1
0,12,599,100,100,5,105666,0,0,0,0,10.0,2,0,1,0.3,1.3,0,Jack,1.8,57,0,88.3,328,False,871.6,0,0,0,0,2790,,2018-02-03T14:01:20Z,50,1,0,0,105666.jpg,3.4,0,128,Butland,2.7,False,1,a,15,110,0.0,105,159091,35,177341,178,0.4,21.0,Butland,0
0,0,44,100,100,0,6744,0,0,-3,3,0.0,0,0,1,-1.5,-0.5,0,Lee,0.0,7,0,6.3,329,False,64.2,0,0,0,0,270,,2018-04-16T19:01:19Z,42,0,0,0,6744.jpg,1.7,0,8,Grant,0.2,False,33,a,15,110,0.0,5,9909,2,29551,3,0.0,1.2,Grant,0
1,2,302,100,100,4,37869,0,0,-2,2,25.8,0,0,2,-0.5,0.5,0,Ryan,1.0,36,1,84.4,330,False,561.8,0,0,0,0,2011,,2018-02-24T12:31:19Z,48,1,0,0,37869.jpg,2.4,0,0,Shawcross,0.9,False,17,a,15,110,255.0,56,55411,9,101175,42,0.2,11.7,Shawcross,2
0,0,220,100,100,2,50089,0,0,-2,2,77.2,0,0,2,-1.2,-0.2,0,Geoff,0.3,30,0,39.0,331,False,265.4,0,0,0,0,1522,,2018-04-01T12:31:19Z,43,0,0,0,50089.jpg,1.6,0,0,Cameron,0.3,False,20,a,15,110,46.0,33,31603,2,43009,9,0.1,7.7,Cameron,2
